Notes offered by Prospectus (https://www.lendingclub.com/info/prospectus.action)
"id","member_id","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","pymnt_plan","url","desc","purpose","title","zip_code","addr_state","dti","delinq_2yrs","earliest_cr_line","fico_range_low","fico_range_high","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","revol_util","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","next_pymnt_d","last_credit_pull_d","last_fico_range_high","last_fico_range_low","collections_12_mths_ex_med","mths_since_last_major_derog","policy_code","application_type","annual_inc_joint","dti_joint","verification_status_joint","acc_now_delinq","tot_coll_amt","tot_cur_bal","open_acc_6m","open_act_il","open_il_12m","open_il_24m","mths_since_rcnt_il","total_bal_il","il_util","open_rv_12m","open_rv_24m","max_bal_bc","all_util","total_rev_hi_lim","inq_fi","total_cu_tl","inq_last_12m","acc_open_past_24mths","avg_cur_bal","bc_open_to_buy","bc_util","chargeoff_within_12_mths","delinq_amnt","mo_sin_old_il_acct","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","mo_sin_rcnt_tl","mort_acc","mths_since_recent_bc","mths_since_recent_bc_dlq","mths_since_recent_inq","mths_since_recent_revol_delinq","num_accts_ever_120_pd","num_actv_bc_tl","num_actv_rev_tl","num_bc_sats","num_bc_tl","num_il_tl","num_op_rev_tl","num_rev_accts","num_rev_tl_bal_gt_0","num_sats","num_tl_120dpd_2m","num_tl_30dpd","num_tl_90g_dpd_24m","num_tl_op_past_12m","pct_tl_nvr_dlq","percent_bc_gt_75","pub_rec_bankruptcies","tax_liens","tot_hi_cred_lim","total_bal_ex_mort","total_bc_limit","total_il_high_credit_limit","revol_bal_joint","sec_app_fico_range_low","sec_app_fico_range_high","sec_app_earliest_cr_line","sec_app_inq_last_6mths","sec_app_mort_acc","sec_app_open_acc","sec_app_revol_util","sec_app_open_act_il","sec_app_num_rev_accts","sec_app_chargeoff_within_12_mths","sec_app_collections_12_mths_ex_med","sec_app_mths_since_last_major_derog","hardship_flag","hardship_type","hardship_reason","hardship_status","deferral_term","hardship_amount","hardship_start_date","hardship_end_date","payment_plan_start_date","hardship_length","hardship_dpd","hardship_loan_status","orig_projected_additional_accrued_interest","hardship_payoff_balance_amount","hardship_last_payment_amount","debt_settlement_flag","debt_settlement_flag_date","settlement_status","settlement_date","settlement_amount","settlement_percentage","settlement_term"
"103744519","","18000","18000","18000"," 60 months"," 15.99%","437.63","C","C5","","n/a","MORTGAGE","34000","Verified","Mar-2017","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=103744519","","debt_consolidation","Debt consolidation","894xx","NV","50.41","0","Nov-1990","660","664","0","","60","17","1","20697","57.5%","35","w","0.00","0.00","19761.6974232468","19761.70","18000.00","1739.82","21.88","0.0","0.0","Nov-2017","17167.9","","Mar-2020","704","700","0","","1","Joint App","79000","26.67","Source Verified","0","0","40839","1","2","2","2","6","20142","90","1","8","3562","70","36000","0","5","0","10","2723","6470","52.8","0","0","131","316","7","6","2","7","","","","0","3","13","3","8","5","15","28","13","17","0","0","0","3","100","66.7","1","0","58284","40839","13700","22284","32170","630","634","Jan-1999","0","2","10","80.3","1","17","0","0","","N","","","","","","","","","","","","","","","N","","","","","",""
"103911982","","28000","28000","28000"," 60 months"," 13.49%","644.14","C","C2","Consultant","4 years","RENT","80000","Not Verified","Mar-2017","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=103911982","","car","Car financing","160xx","PA","19.59","0","Jun-2005","725","729","1","","","11","0","9511","37.7%","14","w","14168.06","14168.06","22502.93","22502.93","13831.94","8670.99","0.0","0.0","0.0","Mar-2020","644.14","Apr-2020","Mar-2020","724","720","0","","1","Individual","","","","0","0","30901","1","2","0","1","19","21390","57","2","3","5097","49","25200","0","0","2","4","3863","8496","45.2","0","0","91","141","1","1","0","14","","1","","0","2","6","4","5","4","9","10","6","11","0","0","0","2","100","0","0","0","62906","30901","15500","37706","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"102956751","","35000","35000","35000"," 60 months"," 15.99%","850.95","C","C5","Technician","3 years","MORTGAGE","60000","Source Verified","Mar-2017","Charged Off","n","https://lendingclub.com/browse/loanDetail.action?loan_id=102956751","","debt_consolidation","Debt consolidation","967xx","HI","26.04","2","Apr-2007","680","684","1","5","","9","0","5892","76.5%","14","w","0.00","0.00","18377.9","18377.90","6865.20","7538.77","170.2","3803.73","684.6714","Aug-2018","850.95","","Feb-2019","594","590","0","","1","Joint App","140000","11.67","Source Verified","0","397","594681","0","4","0","1","24","35339","65","0","2","2194","66","7700","1","0","1","3","66076","922","71.2","0","0","119","65","21","21","2","21","","5","","0","2","4","2","2","8","4","4","4","9","0","0","0","0","85.7","0","0","0","636412","41231","3200","54677","7226","655","659","Feb-1984","0","2","8","36.5","2","7","0","0","72","N","","","","","","","","","","","","","","","N","","","","","",""
"102947477","","2475","2475","2475"," 36 months"," 16.99%","88.23","D","D1","Forklift operator","3 years","RENT","40000","Verified","Mar-2017","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=102947477","","debt_consolidation","Debt consolidation","770xx","TX","13.65","0","Jan-2011","670","674","0","","","6","0","882","14.2%","10","w","0.00","0.00","3171.44","3171.44","2475.00","696.44","0.0","0.0","0.0","Mar-2020","88.06","Apr-2020","Jan-2018","674","670","0","","1","Individual","","","","0","2368","21501","1","2","2","4","1","20619","102","3","4","834","82","6200","0","0","2","8","3584","1618","35.3","0","0","74","18","7","1","0","7","","7","","0","3","3","3","3","6","4","4","3","6","0","0","0","5","100","0","0","0","26377","21501","2500","20177","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"103841707","","5000","5000","5000"," 36 months"," 11.44%","164.74","B","B4","Food Safety and Sanitation Lead","4 years","MORTGAGE","30000","Not Verified","Mar-2017","Charged Off","n","https://lendingclub.com/browse/loanDetail.action?loan_id=103841707","","debt_consolidation","Debt consolidation","347xx","FL","15.28","0","Jul-2012","740","744","2","","","11","0","2824","15.6%","11","w","0.00","0.00","4415.22","4415.22","2295.98","753.24","15.0","1351.0","243.18","Feb-2019","135.0","","Nov-2019","609","605","0","","1","Individual","","","","0","0","135430","2","6","0","2","24","21559","100","1","2","803","62","18100","0","0","4","5","12312","3497","18.7","0","0","39","56","5","5","1","42","","5","","0","1","3","2","2","6","4","4","3","11","0","0","0","2","100","0","0","0","151177","24383","4300","21535","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","Y","Dec-2019","COMPLETE","Dec-2018","1621","55.01","12"
"103961964","","30000","30000","30000"," 60 months"," 12.74%","678.61","C","C1","Driver","7 years","RENT","80000","Not Verified","Mar-2017","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=103961964","","debt_consolidation","Debt consolidation","731xx","OK","31.25","0","Jul-2006","725","729","0","","","7","0","10058","59.5%","13","w","0.00","0.00","34739.35435394","34739.35","30000.00","4739.35","0.0","0.0","0.0","Sep-2018","168.13","","Sep-2019","724","720","0","","1","Individual","","","","0","0","76692","0","4","0","1","19","66634","59","0","0","5065","59","16900","0","1","1","1","10956","6842","59.5","0","0","115","128","28","19","0","28","","7","","0","3","3","3","4","8","3","5","3","7","0","0","0","0","100","0","0","0","115843","76692","16900","98943","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"103961832","","12000","12000","12000"," 60 months"," 13.99%","279.16","C","C3","Leasing Agent","3 years","MORTGAGE","65000","Not Verified","Mar-2017","In Grace Period","n","https://lendingclub.com/browse/loanDetail.action?loan_id=103961832","","debt_consolidation","Debt consolidation","800xx","CO","18.97","0","Nov-2005","685","689","0","44","61","19","1","23999","46.2%","33","w","6026.89","6026.89","9730.67","9730.67","5973.11","3742.56","15.0","0.0","0.0","Mar-2020","0.0","Apr-2020","Mar-2020","644","640","0","","1","Individual","","","","0","0","32458","1","3","0","0","100","8459","54","3","8","5513","48","51900","0","2","2","8","1803","21791","45.7","0","0","107","136","4","4","0","4","","8","44","2","6","9","9","15","4","16","29","9","19","0","0","0","3","90.9","22.2","0","0","67685","32458","40100","15785","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"103476733","","6025","6025","6025"," 36 months"," 13.99%","205.9","C","C3","Manager","6 years","MORTGAGE","65000","Not Verified","Mar-2017","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=103476733","","home_improvement","Home improvement","023xx","MA","22.25","2","Oct-1998","660","664","2","1","","16","0","13443","48.7%","43","w","0.00","0.00","7329.7429458076","7329.74","6025.00","1304.74","0.0","0.0","0.0","Aug-2019","1779.81","","Aug-2019","689","685","0","29","1","Individual","","","","1","0","317710","2","1","0","1","14","9150","64","2","4","4862","54","27600","1","2","3","5","22694","293","96.7","0","0","139","221","0","0","3","86","29","4","29","2","3","9","3","14","6","14","34","9","15","0","1","0","2","88.4","100","0","0","377595","22593","9000","14322","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"103688652","","15000","15000","15000"," 36 months"," 11.49%","494.57","B","B5","Director of Interactive Marketing","1 year","OWN","100000","Source Verified","Mar-2017","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=103688652","","debt_consolidation","Debt consolidation","773xx","TX","13.3","6","Jan-2000","670","674","1","23","","16","0","10913","72.8%","30","w","0.00","0.00","17628.6141572109","17628.61","15000.00","2628.61","0.0","0.0","0.0","Jul-2019","4294.37","","Mar-2020","709","705","0","23","1","Individual","","","","0","0","387262","3","9","0","0","70","46392","75","4","5","6863","75","15000","0","0","4","6","24204","565","94.9","0","0","173","206","0","0","3","5","51","0","51","8","3","4","3","7","13","6","14","4","16","0","0","6","5","66.7","100","0","0","409719","57305","11000","61860","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"102675886","","10000","10000","10000"," 36 months"," 14.99%","346.61","C","C4","Hauler","10+ years","OWN","28000","Source Verified","Mar-2017","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=102675886","","debt_consolidation","Debt consolidation","704xx","LA","20.49","0","Apr-2003","700","704","0","","","6","0","3703","31.1%","15","w","346.65","346.65","12147.44","12147.44","9653.35","2476.76","17.33","0.0","0.0","Mar-2020","346.61","Apr-2020","Mar-2020","674","670","0","","1","Individual","","","","0","776","11005","0","3","0","5","15","7302","56","0","1","298","44","11900","1","1","0","6","1834","6702","4.3","0","0","125","121","23","15","1","23","","18","","0","1","2","2","2","9","3","5","2","6","0","0","0","0","100","0","0","0","25046","11005","7000","13146","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"102774414","","12000","12000","12000"," 60 months"," 13.99%","279.16","C","C3","Manager","7 years","RENT","162000","Not Verified","Mar-2017","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=102774414","","debt_consolidation","Debt consolidation","080xx","NJ","6.13","0","Feb-2008","700","704","0","","","11","0","13215","73%","13","w","5816.10","5816.10","10031.11","10031.11","6183.90","3847.21","0.0","0.0","0.0","Mar-2020","279.16","Apr-2020","Mar-2020","594","590","0","","1","Individual","","","","0","0","27070","0","1","0","1","23","13855","73","0","1","2176","73","18100","1","0","1","2","2461","1384","83.1","0","0","101","109","18","18","0","18","","1","","0","7","9","7","7","2","10","11","9","11","0","0","0","0","100","85.7","0","0","37023","27070","8200","18923","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"103278778","","20000","20000","20000"," 60 months"," 22.74%","560.83","E","E1","Fed Ex courier","8 years","MORTGAGE","82000","Not Verified","Mar-2017","Charged Off","n","https://lendingclub.com/browse/loanDetail.action?loan_id=103278778","","debt_consolidation","Debt consolidation","432xx","OH","16.24","0","Nov-2002","685","689","0","42","","8","0","22560","72.8%","17","w","0.00","0.00","10949.04","10949.04","2761.57","5715.58","28.04","2443.85","439.893","Sep-2018","1710.53","","Jul-2019","604","600","0","","1","Individual","","","","0","0","175413","2","1","1","1","10","20181","92","2","2","5212","69","31000","2","7","9","3","21927","7805","55.4","0","0","127","172","1","1","2","1","","10","47","0","2","4","3","5","4","5","10","4","8","0","0","0","3","82.4","33.3","0","0","209433","50652","17500","21958","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"104042067","","7200","7200","7200"," 36 months"," 11.49%","237.4","B","B5","School Psychologist","3 years","RENT","43000","Source Verified","Mar-2017","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=104042067","","credit_card","Credit card refinancing","290xx","SC","29.44","0","Jul-1995","690","694","0","47","","12","0","12152","83.2%","14","w","0.00","0.00","8536.76","8536.76","7200.00","1336.76","0.0","0.0","0.0","Mar-2020","236.95","Apr-2020","Mar-2020","684","680","0","","1","Individual","","","","0","0","86492","0","6","0","0","30","74340","91","0","1","5687","90","14600","0","0","0","1","7863","1870","85.4","0","0","67","260","16","16","0","16","47","","47","0","3","4","4","5","6","6","8","4","12","0","0","0","0","92.9","50","0","0","96318","86492","12800","81718","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"104043276","","10000","10000","10000"," 36 months","  5.32%","301.15","A","A1","Court Clerk","10+ years","MORTGAGE","54000","Not Verified","Mar-2017","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=104043276","","home_improvement","Home improvement","770xx","TX","12.31","0","Jun-2007","765","769","0","","","13","0","12534","23.5%","27","w","0.00","0.00","10835.32","10835.32","10000.00","835.32","0.0","0.0","0.0","Mar-2020","300.98","Apr-2020","Mar-2020","809","805","0","","1","Individual","","","","0","0","153623","0","1","0","1","18","13362","62","0","1","5959","36","54200","0","8","2","2","11817","27978","29.2","0","0","74","117","21","18","1","21","","0","","0","4","7","7","10","9","11","17","7","13","0","0","0","0","100","0","0","0","210545","25896","38600","21478","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"103991960","","12000","12000","12000"," 36 months"," 11.49%","395.66","B","B5","Fiscal Specialist","10+ years","RENT","58356","Source Verified","Mar-2017","Charged Off","n","https://lendingclub.com/browse/loanDetail.action?loan_id=103991960","","debt_consolidation","Debt consolidation","908xx","CA","29.02","0","May-1996","665","669","1","","82","9","1","24815","69.9%","20","w","0.00","0.00","2324.31","2324.31","564.21","219.45","0.0","1540.65","277.317","Jun-2017","395.66","","Sep-2018","599","595","0","","1","Individual","","","","0","0","39651","0","2","0","1","20","14836","48","1","2","9989","60","35500","0","0","2","3","4406","6869","77.9","0","0","124","250","12","12","0","17","","3","","0","5","7","5","11","5","7","15","7","9","0","0","0","1","100","60","1","0","66630","39651","31100","31130","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"104048147","","11200","11200","11200"," 36 months"," 11.39%","368.75","B","B3","Waiter","6 years","RENT","28000","Not Verified","Mar-2017","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=104048147","","other","Other","114xx","NY","22.2","0","Nov-2008","770","774","0","","","14","0","5033","14.6%","18","w","0.00","0.00","13260.41","13260.41","11200.00","2060.41","0.0","0.0","0.0","Mar-2020","368.33","Apr-2020","Mar-2020","834","830","0","","1","Individual","","","","0","0","7771","0","1","0","0","28","2738","31","1","2","4734","18","34500","0","0","1","2","598","19062","20.6","0","0","28","100","12","12","0","12","","12","","0","3","4","8","10","1","13","17","4","14","0","0","0","1","100","0","0","0","43450","7771","24000","8950","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"103911859","","16000","16000","16000"," 36 months","  5.32%","481.84","A","A1","Plan manager","10+ years","MORTGAGE","85000","Not Verified","Mar-2017","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=103911859","","home_improvement","Home improvement","606xx","IL","14.6","0","Jun-2003","785","789","1","","","9","0","8306","18.7%","18","w","0.00","0.00","17319.134240209","17319.13","16000.00","1319.13","0.0","0.0","0.0","Dec-2019","2391.55","","Mar-2020","784","780","0","","1","Individual","","","","0","0","48436","0","2","0","2","14","40130","77","0","2","7000","50","44400","1","0","1","4","6055","36094","18.7","0","0","66","165","17","14","0","28","","6","","0","4","4","7","12","6","7","12","4","9","0","0","0","0","100","0","0","0","96550","48436","44400","52150","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"103618585","","3000","3000","3000"," 36 months"," 18.99%","109.96","D","D3","Wood worker ","< 1 year","RENT","40000","Source Verified","Mar-2017","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=103618585","","vacation","Vacation","121xx","NY","24.22","0","Nov-2013","750","754","0","","","4","0","2147","45.7%","4","f","0.00","0.00","3980.68","3980.68","3000.00","965.68","15.0","0.0","0.0","Mar-2020","112.79","Apr-2020","Mar-2020","734","730","0","","1","Individual","","","","0","0","27408","0","1","0","2","13","25261","54","1","1","0","53","4700","1","1","1","3","6852","2200","0","0","0","20","40","10","10","0","10","","10","","0","0","1","1","1","2","2","2","1","4","0","0","0","1","100","0","0","0","51365","27408","2200","46665","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"100639300","","6000","6000","6000"," 36 months"," 14.99%","207.97","C","C4","Billing Administrator","10+ years","OWN","30000","Verified","Mar-2017","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=100639300","","debt_consolidation","Debt consolidation","747xx","OK","25","0","Apr-2005","680","684","0","26","","10","0","9204","63%","33","w","0.00","0.00","6898.5025437377","6898.50","6000.00","898.50","0.0","0.0","0.0","Jun-2018","4204.88","","Dec-2018","679","675","0","26","1","Individual","","","","0","194","13622","1","2","1","1","9","4418","27","1","1","2913","44","14600","2","0","2","2","1514","2469","72.6","0","0","143","136","1","1","0","1","","7","29","1","5","6","5","15","8","8","25","6","10","0","0","0","2","87.9","60","0","0","30960","13622","9000","16360","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"102949038","","24000","24000","24000"," 60 months"," 11.49%","527.71","B","B5","service tech.","8 years","MORTGAGE","76000","Not Verified","Mar-2017","Charged Off","n","https://lendingclub.com/browse/loanDetail.action?loan_id=102949038","","debt_consolidation","Debt consolidation","601xx","IL","10.42","3","Nov-1999","690","694","1","5","","11","0","14471","18.5%","18","w","0.00","0.00","16349.08","16349.08","9128.40","5089.13","0.0","2131.55","383.679","Jul-2019","527.71","","Nov-2019","604","600","0","","1","Individual","","","","0","0","155275","0","1","0","0","27","14086","69","0","0","12656","29","78200","0","0","1","1","14116","54607","20.5","0","0","84","208","29","13","2","29","5","1","5","0","3","4","8","9","6","9","10","4","11","0","0","0","0","83.3","12.5","0","0","227268","28557","68700","20343","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"103668089","","20000","20000","20000"," 60 months"," 15.99%","486.26","C","C5","CASH POSTER","10+ years","MORTGAGE","50000","Source Verified","Mar-2017","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=103668089","","debt_consolidation","Debt consolidation","300xx","GA","20.26","0","Sep-1996","695","699","0","58","","5","0","13697","83.2%","17","w","10346.35","10346.35","16983.57","16983.57","9653.65","7329.92","0.0","0.0","0.0","Mar-2020","486.26","Apr-2020","Mar-2020","719","715","0","58","1","Individual","","","","0","0","153771","1","2","1","1","7","11204","33","1","1","4162","39","80000","4","2","5","2","30754","838","83.2","0","0","150","246","6","6","2","83","58","4","58","2","1","2","1","7","4","2","11","2","5","0","0","0","2","93.8","100","0","0","258361","24901","5000","34261","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"99935627","","33425","33425","33425"," 60 months"," 15.99%","812.66","C","C5","Processor","5 years","MORTGAGE","31872","Verified","Mar-2017","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=99935627","","debt_consolidation","Debt consolidation","982xx","WA","58.92","0","Apr-1999","725","729","0","30","","9","0","23601","54.4%","18","w","0.00","0.00","35921.1871788234","35921.19","33425.00","2496.19","0.0","0.0","0.0","Sep-2017","32729.94","","Jan-2019","634","630","0","","1","Joint App","123471","15.9","Not Verified","0","0","446073","0","2","0","2","21","31269","50","1","2","3692","53","43400","0","5","0","4","49564","1233","76.3","0","0","129","215","11","11","3","11","49","14","30","0","2","4","2","3","4","6","11","4","9","0","0","0","1","88.9","50","0","0","518909","54870","5200","68253","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"104045179","","24000","24000","24000"," 36 months"," 11.49%","791.32","B","B5","Administration ","10+ years","MORTGAGE","50000","Source Verified","Mar-2017","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=104045179","","debt_consolidation","Debt consolidation","921xx","CA","26.62","0","Aug-1986","725","729","0","39","","21","0","29518","47.3%","48","w","0.00","0.00","28200.0076879704","28200.01","24000.00","4200.01","0.0","0.0","0.0","Sep-2019","791.06","","Sep-2019","779","775","0","","1","Individual","","","","0","0","156535","3","1","0","0","38","3185","17","3","8","9781","40","62400","0","1","0","8","7827","15984","61","0","0","123","367","2","2","2","3","","","","0","8","10","9","19","4","19","42","10","21","0","0","0","3","97.9","33.3","0","0","221172","32703","41000","18894","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"102543681","","15000","15000","15000"," 36 months","  5.32%","451.73","A","A1","Office Managet","10+ years","MORTGAGE","83000","Source Verified","Mar-2017","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=102543681","","other","Other","104xx","NY","7.5","0","Aug-2002","690","694","0","30","","10","0","10096","75.3%","19","w","0.00","0.00","16075.738433238","16075.74","15000.00","1075.74","0.0","0.0","0.0","Feb-2019","6596.22","","Feb-2019","649","645","0","","1","Individual","","","","0","0","415827","0","1","0","1","24","4542","48","0","0","3933","57","13400","0","0","0","1","51978","3367","71.7","0","0","175","127","52","24","1","52","30","","30","0","4","5","4","4","4","7","11","5","10","0","0","0","0","89.5","25","0","0","469622","15972","11900","9479","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"103891958","","12000","12000","12000"," 60 months"," 13.49%","276.06","C","C2","Accountant","9 years","MORTGAGE","47000","Not Verified","Mar-2017","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=103891958","","credit_card","Credit card refinancing","463xx","IN","15.45","0","Oct-1997","700","704","1","","27","6","2","7010","79.7%","7","w","5778.21","5778.21","9920.17","9920.17","6221.79","3698.38","0.0","0.0","0.0","Mar-2020","276.06","Apr-2020","Mar-2020","709","705","0","","1","Individual","","","","0","0","80642","0","2","0","0","37","12772","40","0","1","5498","49","8800","0","0","1","1","13440","502","91.6","0","0","233","128","17","17","1","30","","4","","0","1","3","1","1","2","3","4","3","6","0","0","0","0","100","100","0","2","125670","19782","6000","31870","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"103921944","","25000","25000","25000"," 36 months"," 10.49%","812.45","B","B2","QA Analyst","2 years","MORTGAGE","95000","Not Verified","Mar-2017","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=103921944","","debt_consolidation","Debt consolidation","627xx","IL","7.35","0","Jan-1999","700","704","0","30","","13","0","25197","42.3%","34","w","0.00","0.00","26393.3582614822","26393.36","25000.00","1393.36","0.0","0.0","0.0","Nov-2017","20547.8","","Mar-2020","774","770","0","","1","Individual","","","","0","0","66209","1","0","0","1","15","0","","2","2","6100","42","52800","0","2","1","3","5093","25803","44.1","0","0","172","218","5","5","3","5","","10","","0","6","6","9","16","8","12","23","6","13","0","0","0","2","100","33.3","0","0","103800","25197","51000","0","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"104041993","","3600","3600","3600"," 36 months","  8.24%","113.21","B","B1","QA Investigations Manager","3 years","RENT","102000","Source Verified","Mar-2017","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=104041993","","debt_consolidation","Debt consolidation","787xx","TX","12.08","0","Dec-2001","720","724","0","","","9","0","9523","54.1%","19","f","0.00","0.00","4072.21","4072.21","3600.00","472.21","0.0","0.0","0.0","Mar-2020","113.16","Apr-2020","Mar-2020","699","695","0","","1","Individual","","","","0","0","38891","1","6","1","1","1","29368","62","1","1","4939","60","17600","1","0","2","2","4321","115","98.6","0","0","183","139","12","1","0","27","","1","","0","2","3","2","2","14","3","5","3","9","0","0","0","2","100","100","0","0","65095","38891","8100","47495","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"103747549","","15000","15000","15000"," 36 months"," 15.99%","527.29","C","C5","","n/a","MORTGAGE","50000","Verified","Mar-2017","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=103747549","","debt_consolidation","Debt consolidation","841xx","AZ","12.19","0","Apr-2011","725","729","0","","","9","0","7671","32.2%","18","f","0.00","0.00","18638.1534352803","18638.15","15000.00","3638.15","0.0","0.0","0.0","May-2019","5946.14","","Mar-2020","654","650","0","","1","Individual","","","","0","0","127723","1","1","0","1","20","12463","73","2","5","4252","49","23800","0","1","0","6","15965","5684","48.3","0","0","71","66","6","6","1","20","","","","0","2","3","2","4","5","7","12","3","9","0","0","0","2","100","50","0","0","153063","20134","11000","17135","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"103687678","","32000","32000","32000"," 60 months"," 13.49%","736.16","C","C2","Deputy Clerk","10+ years","MORTGAGE","20000","Verified","Mar-2017","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=103687678","","debt_consolidation","Debt consolidation","144xx","NY","68.91","0","Sep-1997","695","699","1","60","","14","0","13121","53.6%","28","w","15965.80","15965.80","25801.58","25801.58","16034.20","9767.38","0.0","0.0","0.0","Mar-2020","736.16","Apr-2020","Mar-2020","704","700","0","61","1","Joint App","85000","29.9","Verified","0","0","27932","3","3","1","1","4","14811","35","1","2","6371","42","24500","1","1","2","4","2328","1439","87.3","0","0","167","234","6","1","4","21","60","3","60","1","3","8","3","9","4","11","19","8","14","0","0","0","3","96.4","100","0","0","66979","27932","11300","42479","48806","640","644","Apr-2000","1","4","9","85","2","12","0","0","57","N","","","","","","","","","","","","","","","N","","","","","",""
"103742294","","3000","3000","3000"," 36 months"," 18.99%","109.96","D","D3","","n/a","RENT","20832","Verified","Mar-2017","Fully Paid","n","https://lendingclub.com/browse/loanDetail.action?loan_id=103742294","","other","Other","112xx","NY","7.89","0","Dec-2003","715","719","0","","","2","0","6011","76.1%","4","f","0.00","0.00","3934.84","3934.84","3000.00","934.84","0.0","0.0","0.0","Mar-2020","109.61","","Mar-2020","729","725","0","","1","Individual","","","","0","0","6011","0","0","0","0","132","0","","0","1","3094","76","7900","0","0","0","1","3006","1889","76.1","0","0","132","159","23","23","0","23","","","","0","2","2","2","3","1","2","3","2","2","0","0","0","0","100","50","0","0","7900","6011","7900","0","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
"103744224","","3000","3000","3000"," 36 months"," 14.99%","103.99","C","C4","Paralegal","< 1 year","MORTGAGE","65000","Verified","Mar-2017","Current","n","https://lendingclub.com/browse/loanDetail.action?loan_id=103744224","","medical","Medical expenses","208xx","MD","14.07","1","Nov-1974","705","709","0","9","","13","0","19776","92.8%","15","w","0.00","0.00","3738.15","3738.15","3000.00","738.15","0.0","0.0","0.0","Mar-2020","103.5","Apr-2020","Mar-2020","689","685","0","","1","Individual","","","","0","0","258334","0","4","0","0","117","21479","42","0","0","9874","55","21300","0","0","0","0","19872","0","100.5","0","0","142","508","25","25","3","25","","","9","0","2","4","2","2","4","6","7","4","13","0","0","0","0","93.3","100","0","0","380129","42018","17500","51785","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","N","","","","","",""
